user_id,age,current_city,target_cities,persona,monthly_income,dependents_count,priority_1,priority_2,priority_3,has_children,years_experience
265,26,Chennai,Delhi|Hyderabad,early_career,69695,0,job_market,livability,growth,False,2.1
266,31,Chennai,Delhi|Mumbai|Pune,family_focused,172602,2,safety,schools,livability,True,16.5
267,26,Hyderabad,Mumbai|Delhi,budget_focused,74037,2,pollution,growth,infrastructure,True,18.4
268,28,Hyderabad,Bengaluru|Mumbai,family_focused,233409,2,schools,livability,safety,False,11.0
269,30,Mumbai,Chennai|Bengaluru|Delhi,early_career,31744,0,affordability,schools,infrastructure,False,1.0
270,29,Delhi,Mumbai|Bengaluru,early_career,71165,0,livability,growth,affordability,False,2.1
271,43,Pune,Mumbai|Bengaluru|Chennai|Delhi,family_focused,115269,1,livability,schools,pollution,False,7.4
272,33,Chennai,Bengaluru|Mumbai|Delhi|Pune,budget_focused,37599,1,pollution,schools,infrastructure,True,20.5
273,25,Mumbai,Pune|Hyderabad|Delhi,early_career,59019,0,livability,infrastructure,affordability,False,4.9
274,35,Chennai,Delhi|Bengaluru,family_focused,153256,1,healthcare,schools,safety,True,6.4
275,27,Pune,Bengaluru|Delhi,early_career,77629,0,healthcare,affordability,livability,False,1.7
276,30,Chennai,Mumbai|Pune,family_focused,214168,2,safety,job_market,livability,True,12.3
277,27,Hyderabad,Bengaluru|Chennai|Pune|Mumbai,budget_focused,31166,0,affordability,infrastructure,safety,False,9.6
278,27,Bengaluru,Chennai|Delhi,early_career,78506,0,job_market,affordability,livability,False,1.3
279,36,Pune,Hyderabad|Bengaluru|Chennai,family_focused,87702,1,healthcare,schools,livability,True,13.2
280,30,Pune,Delhi|Hyderabad|Bengaluru,early_career,84339,1,job_market,growth,livability,False,0.8
281,26,Hyderabad,Mumbai|Pune|Bengaluru,early_career,52758,0,affordability,job_market,growth,False,3.8
282,29,Bengaluru,Delhi|Mumbai,early_career,59702,0,healthcare,growth,livability,False,4.1
283,24,Bengaluru,Chennai|Pune|Delhi,budget_focused,79007,2,infrastructure,job_market,pollution,False,14.7
284,26,Mumbai,Pune|Chennai|Hyderabad,budget_focused,71383,1,job_market,affordability,pollution,False,7.8
285,33,Delhi,Hyderabad|Mumbai,budget_focused,39033,1,infrastructure,pollution,affordability,False,15.5
286,34,Bengaluru,Hyderabad|Pune|Delhi,budget_focused,94774,0,affordability,infrastructure,job_market,False,3.4
287,29,Mumbai,Hyderabad|Pune|Delhi,family_focused,168783,3,schools,livability,infrastructure,True,17.6
288,26,Delhi,Mumbai|Pune,early_career,60143,0,affordability,livability,growth,False,2.9
289,35,Pune,Bengaluru|Delhi|Hyderabad,budget_focused,84166,3,pollution,affordability,infrastructure,False,4.2
290,43,Bengaluru,Delhi|Hyderabad,budget_focused,43595,0,pollution,infrastructure,affordability,False,20.9
291,41,Chennai,Hyderabad|Bengaluru,family_focused,134559,3,safety,livability,job_market,True,15.9
292,25,Hyderabad,Chennai|Pune,budget_focused,87281,1,job_market,infrastructure,affordability,True,7.7
293,41,Chennai,Bengaluru|Delhi|Mumbai,family_focused,181164,3,safety,schools,healthcare,False,5.2
294,26,Bengaluru,Mumbai|Hyderabad,early_career,41697,0,affordability,growth,safety,False,1.9
295,43,Delhi,Pune|Bengaluru,family_focused,190283,3,schools,safety,livability,True,19.9
296,24,Bengaluru,Chennai|Delhi,early_career,70094,0,livability,growth,job_market,False,1.8
297,33,Pune,Mumbai|Hyderabad,family_focused,232774,3,livability,safety,healthcare,True,6.4
298,29,Bengaluru,Hyderabad|Pune|Mumbai,early_career,34158,0,job_market,affordability,livability,False,4.8
299,28,Delhi,Pune|Chennai,early_career,64353,0,job_market,growth,livability,False,1.2
300,22,Bengaluru,Pune|Hyderabad|Chennai|Delhi,early_career,59052,0,job_market,pollution,affordability,False,4.9
